"","Subject","stim","emotion","ief_c","THRESH_mean","THRESH_CI_2.5","THRESH_CI_97.5","THRESH_sd","SLOPE_mean","SLOPE_CI_2.5","SLOPE_CI_97.5","SLOPE_sd"
"1","s1","1113","happy",0.3436054,0.212534173964641,0.165756111175938,0.256637805319313,0.0231725328348727,5.19678207029158,3.94997900779165,6.69310098202953,0.695478513316247
"2","s1","1121","angry",-0.4286024,0.223128275160749,0.178456196342293,0.273429255838047,0.0242238404114324,5.53008116412169,4.08317818296537,7.22371115369093,0.795208589035526
"3","s1","1132","neutral",-0.4177518,0.21509277761514,0.182260345698456,0.247272285082184,0.0167796873100474,5.36741011002922,4.18021239730426,6.71246905963933,0.642639236699191
"4","s1","1143","happy",-0.2531828,0.22440726002316,0.181600516875184,0.267932310614937,0.0219427291747663,5.54777452985944,4.27926367119286,7.03423358733213,0.700629831373024
"5","s1","1151","angry",0.2785012,0.223286205437189,0.180606293294923,0.267788126860581,0.0220887354698326,5.28099627071772,3.91762483919723,6.8645251130647,0.752517502897155
"6","s1","1162","neutral",-0.9982638,0.221120788735649,0.186069211051933,0.256369425327712,0.0178265809716412,5.59141560875153,4.33588232030654,7.04350579691075,0.689841643189657
"7","s1","2113","happy",-0.1103154,0.221666336602875,0.182727160785058,0.261177428745461,0.020003569057066,5.46374910824745,4.22234576691726,6.94018045129292,0.688548509187895
"8","s1","2121","angry",0.1880788,0.223163800039542,0.184172840495761,0.265132645278288,0.0205565516488852,5.31284853941686,3.96940320129603,6.87858161984003,0.742827052636113
"9","s1","2132","neutral",-0.5425348,0.216408221499347,0.184168652288358,0.248126657927463,0.0164777817606234,5.41556084273942,4.21812043287228,6.7675645253905,0.649189495787879
"10","s1","2142","neutral",-1,0.221138476850118,0.186083889307384,0.256426651084257,0.0178380637316385,5.59208556621474,4.3353586133199,7.04489146799785,0.690043126306874
"11","s1","2151","angry",0.0958478,0.223072085654381,0.186340382304051,0.263423466076512,0.0195340929809922,5.34533790703363,4.01670809494869,6.91196865831481,0.737524277857701
"12","s1","2163","happy",0.410518,0.211125928190244,0.16111504450182,0.258371384353391,0.0248063998019324,5.15742837990347,3.8927343349926,6.66925720758628,0.702280685162679
"13","s2","1113","happy",0.5949798,0.000385174350312352,-0.191268493624159,0.125915151857908,0.0826082340483138,1.1772138132663,0.670350840157039,1.70904884196179,0.264752912022596
"14","s2","1121","angry",0.1916956,0.577029335699138,0.467725758170815,0.731030887927248,0.0685377153549619,1.41912598861744,0.888529551679445,1.98769501386651,0.280730342698053
"15","s2","1131","angry",-0.7179542,0.360522060298475,0.238652713693062,0.491646228399777,0.0641022030595824,2.02436937570316,1.14625408401201,3.06543973521171,0.487554080288158
"16","s2","1142","neutral",0.4484954,0.314280776523049,0.214878085475032,0.416949018585917,0.0502781778441834,1.38377211027693,0.906713280184421,1.89822250338188,0.251864760404484
"17","s2","1153","happy",0.6745516,-0.0337923713635115,-0.264191920834295,0.105707963502543,0.0981596793534484,1.150019226369,0.621366437106132,1.70086745614298,0.27425888526637
"18","s2","1162","neutral",0.426794,0.317414764080009,0.21918776241651,0.419047434783303,0.0496472093688904,1.38466583120834,0.910329728202123,1.895062581549,0.249873938031796
"19","s2","2112","neutral",0.4503038,0.314019399083554,0.214581896179072,0.416765869910729,0.0503324151510704,1.38369763559178,0.906640893054247,1.89856805341837,0.252035158649367
"20","s2","2121","angry",0.7179542,1.45959163086712,0.556642547645522,1.95059352186859,33.0491766395044,1.06897526297886,0.287063819482328,1.83455429628518,0.391922189047128
"21","s2","2133","happy",0.6184896,-0.00942204452974348,-0.213166495407148,0.1197895679063,0.0863759668455136,1.16917906604382,0.654611411251112,1.70392177917989,0.267169795711993
"22","s2","2141","angry",-0.0452112,0.503192193419579,0.408537578721777,0.620007705063948,0.053872569374834,1.57675398353992,1.0424381452851,2.16742748937282,0.29159798035451
"23","s2","2152","neutral",-0.9928386,0.530924434013037,0.364859485438897,0.821893281106384,0.135466620457511,1.44313004870249,0.739882809221197,2.1220149798588,0.351433974963881
"24","s2","2163","happy",0.6058304,-0.00411339764593403,-0.203210789868848,0.123517901997148,0.0842696552503204,1.17350549468374,0.665323547295175,1.70520258049463,0.265826377599777
"25","s3","1113","happy",0.6221064,0.25038508773378,0.181631180654837,0.314926664366542,0.0343749221347407,2.15735080979881,1.56069911446913,2.85036336348414,0.326714162131225
"26","s3","1122","neutral",0.1338252,0.400985523247556,0.341394617772369,0.465376800076346,0.0314529423045672,2.26786150423875,1.73744213851517,2.85806957755609,0.286146860385553
"27","s3","1133","happy",0.5732784,0.255943461373784,0.190085360252622,0.318586556132407,0.0330725515789064,2.18029412216661,1.59254280487827,2.86264986626077,0.321911354701327
"28","s3","1141","angry",0.5606192,0.641712349024508,0.542585558905898,0.779863860145255,0.0608002566888427,1.70329517965933,1.10809467359895,2.31082410359007,0.307223533106057
"29","s3","1151","angry",0.4376446,0.621469004678465,0.53235007768505,0.745943886094851,0.0537185747934174,1.75830920905483,1.18476696514995,2.34726744060366,0.297704381869809
"30","s3","1162","neutral",0.1501012,0.400628186049954,0.340769431323142,0.465238464778204,0.0316277184272436,2.26354057244352,1.7334195726825,2.85339617693268,0.285875058720145
"31","s3","2112","neutral",-0.1392506,0.40711585114512,0.346944949576447,0.473780710871332,0.0323339234651887,2.34035732057738,1.77840414438249,2.9648277407801,0.299740539354845
"32","s3","2123","happy",0.5624276,0.257163914460205,0.191319749395548,0.319922449632501,0.0328669303991461,2.18539269867682,1.60068410235249,2.86512150812971,0.320997721899736
"33","s3","2132","neutral",0.1754196,0.400074245337849,0.339814048719881,0.465479002722526,0.0319507757739628,2.25681907578806,1.72634975369438,2.84530746560243,0.285576744198427
"34","s3","2143","happy",0.6383826,0.248507362300259,0.178467421595416,0.314267165160665,0.0349428564833395,2.14970294503349,1.55043149095696,2.84430417390698,0.328560823923419
"35","s3","2151","angry",0.370732,0.61168210391331,0.520533123111473,0.737100570394296,0.0547437187674316,1.78824329091669,1.20803268250063,2.37347662324421,0.298089246759324
"36","s3","2161","angry",0.67636,0.664225248731629,0.539963166302829,0.848030161379228,0.0808538782686722,1.65151726964003,1.00814758441307,2.29355777909937,0.327288695110178
"37","s4","1111","angry",0.5570024,0.20093398219477,0.145305846863432,0.25687417132276,0.0284679818746686,3.07638746763051,2.18043677570041,4.07145060295499,0.481157568683881
"38","s4","1123","happy",0.5135996,0.0672084001521039,-0.0134071930476707,0.143076801065987,0.0396908798517891,3.43064862318355,2.40519357028899,4.50890453115332,0.529713960610397
"39","s4","1132","neutral",0.4213686,0.0984134863513535,0.0362346347554743,0.156021333728466,0.0305113509120419,3.41691945482953,2.54919738018735,4.33288306710314,0.452308618885129
"40","s4","1141","angry",0.1519098,0.180993114700769,0.127830235567366,0.236023899814257,0.0272933064975846,3.2805393202091,2.39750069588453,4.27422244208972,0.478565156394045
"41","s4","1153","happy",-0.5624276,0.115407535567176,0.0574196312297881,0.170864076382355,0.0285666331036573,4.110388813563,3.08008013402745,5.31643542056322,0.570462688568829
"42","s4","1162","neutral",-0.7559318,0.142385216171673,0.0993175656311543,0.184000527408769,0.0214872759553713,3.7945843141886,2.91840883075533,4.77237845994317,0.472835298136113
"43","s4","2111","angry",0.5443432,0.200248231054979,0.145186424892133,0.255667669220885,0.0281382495759286,3.08276724137154,2.19497988281003,4.07496933899072,0.479292581470503
"44","s4","2122","neutral",-0.8608218,0.145908494133338,0.101804375986293,0.188822067911511,0.0220397694338206,3.82823185826331,2.93320998938224,4.83228569440548,0.484276507136528
"45","s4","2133","happy",-0.3436054,0.107000026475764,0.0576461887725768,0.154743753979881,0.0248221884466794,3.97215602178297,3.01195768656808,5.09466769139746,0.528361688508294
"46","s4","2142","neutral",-1,0.150502357967808,0.105140052385231,0.196198892941733,0.0230456985761636,3.87287867510704,2.94733547801859,4.91520895972596,0.501390530350612
"47","s4","2153","happy",0.016276,0.0918282030421226,0.0428986308241855,0.138512868332016,0.0246930067038081,3.74481432321808,2.8366681758185,4.80233757073253,0.494292049698244
"48","s4","2161","angry",0.6166812,0.204232995535969,0.145381908261813,0.264505476021112,0.0302789933430217,3.04631153541238,2.12469492022528,4.05599423948981,0.491371463791543
"49","s5","1112","neutral",-0.0542534,0.310976872965228,0.271405725474225,0.353096712999317,0.0208033525199226,4.24844634388932,3.33070416136331,5.34122841377046,0.509406970475966
"50","s5","1121","angry",-0.2242476,0.352116001866857,0.306677156769086,0.400853304482221,0.0234501152145515,4.21693037852735,3.21460152062234,5.39760056802571,0.554825741006334
"51","s5","1131","angry",-0.479239,0.351258539148406,0.306063337352799,0.397080461616613,0.0230267405107854,4.28955704128612,3.25635703294054,5.49449368617775,0.575559922466252
"52","s5","1143","happy",0.2260562,0.289305797126066,0.228824285161837,0.348003376018197,0.0305091574825066,4.30297232235869,3.24288859484887,5.56454985153781,0.592561765516415
"53","s5","1153","happy",-0.4032842,0.29571165219012,0.253148679839735,0.337993836820696,0.0214578943590458,4.74423767711186,3.67059635163184,6.04745413716166,0.601383298000085
"54","s5","1162","neutral",-0.0596788,0.311001994928274,0.271648773886867,0.352890866897065,0.0207554218194843,4.25059801075122,3.33301281867651,5.3423576369033,0.509284758137772
"55","s5","2113","happy",-0.3092448,0.294799618624961,0.253251735467282,0.335664892594739,0.021063006070794,4.67830145372341,3.62552851001311,5.96031146922754,0.591851864819691
"56","s5","2121","angry",-0.3002026,0.35179950505776,0.308020507670763,0.397956386388973,0.0224450743982413,4.2385638852646,3.24025873415174,5.42915797591438,0.557225789190752
"57","s5","2132","neutral",-1,0.315691777202931,0.269062217942588,0.364973202821975,0.0242423839978778,4.62352129116943,3.60744883727997,5.78424398972614,0.55489900711857
"58","s5","2142","neutral",-0.00542540000000002,0.310752125731822,0.270232076204236,0.353837654596376,0.0212725901629338,4.22908158008705,3.30429949098829,5.32239438619679,0.510710085816526
"59","s5","2153","happy",-0.7360388,0.29882683076823,0.247426453765907,0.351895765787475,0.0265326243752698,4.97755032733223,3.81771345892145,6.39047299774027,0.655402024306804
"60","s5","2161","angry",-0.656467,0.350996572061522,0.300041103065009,0.405762205224364,0.0271243754806237,4.34003512873303,3.22885918143981,5.59334126348118,0.60979602560065
"61","s6","1112","neutral",-1,0.2947744571463,0.249337330187494,0.341527173260583,0.0234389917941399,3.43541649783874,2.68456684381897,4.28565571657588,0.406702535389442
"62","s6","1121","angry",0.00542540000000002,0.330222247021765,0.269299611261451,0.393981420606235,0.0313198772700613,2.87285520456731,2.11146729903362,3.68096913507971,0.405000107047264
"63","s6","1133","happy",-0.1537182,0.293347534565039,0.238944200509865,0.347488910593291,0.0277933405863023,3.25345004017463,2.46334088745707,4.0924888732324,0.415761602452005
"64","s6","1141","angry",0.1627604,0.325542760032554,0.253902802024699,0.400277260584076,0.0367954981242964,2.87393983880866,2.0634232522244,3.72701284439245,0.42830475201797
"65","s6","1153","happy",0.0940394,0.28575960066004,0.230927149198882,0.340663571392381,0.0279132300434766,3.12667824957651,2.34573367997046,3.95069841779648,0.411622199344279
"66","s6","1162","neutral",-0.8608218,0.29223131797435,0.247759627297871,0.337619102791239,0.0228800047543059,3.39087505985159,2.66785514630158,4.20752738944199,0.393707489627168
"67","s6","2112","neutral",-0.9711372,0.294249327999775,0.249241514237432,0.340369206391616,0.0232729848492598,3.42617948646529,2.68013628682758,4.26767513211667,0.403795242920197
"68","s6","2123","happy",0.0108506,0.288342403253738,0.235685228566028,0.340536703514879,0.0265438305915818,3.16924402004615,2.38932103619563,4.00199052491577,0.409997713666692
"69","s6","2131","angry",-0.6546586,0.352857709562752,0.279349790658549,0.436889111157722,0.0400127059519228,2.86830472496287,1.99351269497826,3.80677865950643,0.465072074471872
"70","s6","2143","happy",0.0831886000000001,0.286098641416266,0.231799235758842,0.340737952283404,0.0276584247875415,3.13223035108792,2.35237599060312,3.95683958940284,0.411237502887929
"71","s6","2152","neutral",-0.9982638,0.294742901814016,0.24931248395504,0.341428535149833,0.0234282985921786,3.43486085877577,2.68450679301036,4.28456437020579,0.406524612985443
"72","s6","2161","angry",-0.459346,0.345551174790494,0.285762218381144,0.410641375259999,0.0318400022002781,2.86965116875304,2.07974838388806,3.73987920328246,0.422286996454184
"73","s7","1112","neutral",-1,0.152581556252348,0.115626687834718,0.190740483714587,0.0192743924958327,4.98824091386774,3.78509567855904,6.32791141529917,0.646067142202412
"74","s7","1123","happy",-0.20978,0.12856112709153,0.0860511404984233,0.169265799331071,0.0213086270216792,5.03173435709536,3.81891241931501,6.44093751165974,0.669943829324642
"75","s7","1133","happy",-0.2586082,0.129336414848589,0.0879946702971165,0.169005821620843,0.0206792640195217,5.06172037557313,3.84176995107263,6.47165089190532,0.672976754704275
"76","s7","1142","neutral",-0.5588108,0.142008519491524,0.105636565027812,0.177817778243452,0.0182479537709355,4.8367503638506,3.70807316871141,6.11587878997126,0.61432652650012
"77","s7","1151","angry",-0.3146702,0.124393794730586,0.0821308077974921,0.165635916840345,0.0211084272162452,4.84977047344672,3.5158790853437,6.37312433620443,0.725390809395443
"78","s7","1161","angry",-0.994647,0.125681742908148,0.0731786038640113,0.180661834119287,0.0268094457763839,5.12987457463251,3.45942716902996,7.01092001781861,0.894740103710974
"79","s7","2111","angry",-0.5099826,0.12469649797136,0.0838825948193671,0.164216984843946,0.0203505897864924,4.93022587170801,3.55173214938371,6.51414208512709,0.752743589386667
"80","s7","2123","happy",-0.5063658,0.133117886098362,0.0917322426812624,0.174217294945279,0.0209262152940185,5.21387146800763,3.93933145111218,6.69226379922181,0.700958866858925
"81","s7","2132","neutral",-1,0.152581556252348,0.115626687834718,0.190740483714587,0.0192743924958327,4.98824091386774,3.78509567855904,6.32791141529917,0.646067142202412
"82","s7","2143","happy",-0.6419994,0.135089047974681,0.0891542064997531,0.180050306764713,0.0231634158354873,5.29716578636889,3.98377159821081,6.84094103285825,0.724549465382346
"83","s7","2151","angry",-0.3146702,0.124393794730586,0.0821308077974921,0.165635916840345,0.0211084272162452,4.84977047344672,3.5158790853437,6.37312433620443,0.725390809395443
"84","s7","2162","neutral",-0.177228,0.132401455801472,0.0912541304437032,0.171857822284048,0.0204822022267235,4.70572678428637,3.59950315987805,5.97636485813428,0.608755624788342
"85","s8","1111","angry",0.8029514,0.565270983624871,0.393038024629419,0.852744052608544,0.155285806002566,1.10703248133877,0.536993446614894,1.70325773811671,0.295926349954686
"86","s8","1122","neutral",-0.9530526,0.275978799471543,0.184557224091274,0.372074388793648,0.0478151041376275,1.49380312045591,0.948304066335711,2.04134860272165,0.27752537667009
"87","s8","1131","angry",0.2730758,0.503969458286594,0.375053867799227,0.683513900972169,0.0783053339927237,1.16371781062676,0.695244850733373,1.66446037157825,0.246101043471058
"88","s8","1142","neutral",-0.33818,0.224172799188439,0.134924694538654,0.308002173047792,0.0441806268549576,1.40461846440796,0.954794470030251,1.86730216521356,0.232928299212121
"89","s8","1153","happy",-0.0361689999999999,0.0753264011375585,-0.0565858761974667,0.18582103043944,0.0619576735886174,1.48684871365417,0.925548878611356,2.08517093140221,0.290969008119924
"90","s8","1163","happy",0.3634982,-0.0630107131665493,-0.272287275874699,0.0685964865952041,0.089985237960582,1.36332779770259,0.803715471616124,1.96984623065283,0.296726432934441
"91","s8","2113","happy",-0.00723380000000002,0.0662691177197182,-0.0661986544359747,0.175224623781601,0.0613799275648159,1.47790601731271,0.919411312138988,2.07124633218656,0.288390083686981
"92","s8","2121","angry",0.5895544,0.532950907478449,0.409702386689923,0.708270318966102,0.0770051903543937,1.12986138535713,0.646492633468853,1.63832228750935,0.251305194182574
"93","s8","2133","happy",0.656467,-0.196318643123536,-0.632922026721929,0.0184850618395321,0.213759631208014,1.27278302815123,0.617809660508999,1.99493940468155,0.351317968523778
"94","s8","2142","neutral",0.1157408,0.182725432432141,0.0644026306530768,0.290148525891171,0.0583234912119474,1.33877918254533,0.854576015725104,1.82632458869794,0.247772043271658
"95","s8","2152","neutral",-0.9982638,0.279690982985399,0.185990676509777,0.379673048593716,0.0491790683916292,1.50036081276732,0.941322817282168,2.05541494927222,0.283137630470903
"96","s8","2161","angry",0.3508392,0.509680899035143,0.390274198668715,0.672595908448301,0.0717513923267999,1.15539879398294,0.695236946403772,1.6455783063971,0.239749055542325
"97","s9","1113","happy",0.4611546,0.241038028702625,0.182119374005987,0.297651669978223,0.0290775491197605,3.15088204414074,2.35367355634237,4.01299429419109,0.42216218119176
"98","s9","1123","happy",0.2748842,0.246600490122616,0.195677780886577,0.295711131374455,0.0253250199246106,3.26101348119397,2.48800063041399,4.09447952780757,0.407697627650041
"99","s9","1132","neutral",-0.7577402,0.276004571259731,0.233011489537901,0.318306251435673,0.0217497627297577,3.58321681984008,2.84118889767785,4.41667095705854,0.403089657472625
"100","s9","1142","neutral",0.0180844,0.268120270698742,0.215663252942452,0.321072901416647,0.0270606046004498,3.28077591303915,2.58911094110694,4.04978298729529,0.373131006129576
"101","s9","1151","angry",0.2875434,0.363894362153533,0.303528123506959,0.42851548019603,0.0314774568809553,2.81537712466135,2.06597518623455,3.59297733115936,0.387893725134056
"102","s9","1161","angry",-1,0.339302371894477,0.25003036360022,0.440385163432591,0.0480597975858902,3.15768994013201,2.07738404194032,4.34360817010553,0.575469413740777
"103","s9","2113","happy",0.285735,0.246284743357805,0.19487263650202,0.29578700167008,0.0254158471514175,3.25459800027388,2.4819211615773,4.08604936444605,0.408175937750412
"104","s9","2121","angry",0.3255208,0.364851319214864,0.303107344717781,0.431426105858793,0.0324083722076113,2.80528026057253,2.04594039028846,3.58898195665284,0.391440671986952
"105","s9","2132","neutral",-1,0.278388947401951,0.232238245048822,0.323946765318937,0.0233656497984582,3.67765733331879,2.88939735253899,4.57535228816967,0.430627697956268
"106","s9","2141","angry",0.3327546,0.36503560747871,0.302945438271439,0.43174793958318,0.0325964747972744,2.80335704583309,2.04314305512514,3.58661926548094,0.392179694521399
"107","s9","2153","happy",0.318287,0.245331592673648,0.193373092564684,0.295792370100434,0.0257856195773089,3.2353517940116,2.46290876639726,4.07100028608753,0.409887378205954
"108","s9","2162","neutral",-1,0.278388947401951,0.232238245048822,0.323946765318937,0.0233656497984582,3.67765733331879,2.88939735253899,4.57535228816967,0.430627697956268
"109","s10","1111","angry",0.5805122,0.343265521582689,0.265584426143665,0.425590930507185,0.0405238960884216,3.44276210227099,2.46963342166155,4.57084476800472,0.53127712713852
"110","s10","1123","happy",0.2043548,0.341072796218875,0.289134402217331,0.395907537842833,0.0269499570548571,3.1620718318207,2.35904358574508,4.01025326168945,0.417631765976625
"111","s10","1132","neutral",0.0868055999999999,0.314872848690995,0.268527360397709,0.360811800772668,0.0235420618781265,3.37972243510288,2.64871693708211,4.19172046697495,0.394346604551337
"112","s10","1143","happy",0.636574,0.32352245324573,0.244749657442068,0.396391614040518,0.0380410868654029,2.92663130235702,2.0375546816415,3.839495430273,0.449619402662241
"113","s10","1152","neutral",-0.1754196,0.319687660719942,0.275664023433014,0.364287122363083,0.0225197256886692,3.45866175589141,2.72230698725877,4.28323806318811,0.398336636848907
"114","s10","1161","angry",-0.0596788,0.341078476191774,0.294630645108556,0.390604009974979,0.0246440565403765,3.54949864972746,2.70660962889031,4.49422511569923,0.460593790040145
"115","s10","2112","neutral",0.0325519999999999,0.315871767952955,0.270443130339291,0.360956963447021,0.0230791111073311,3.39605474158728,2.66622459024477,4.20949277147691,0.394165237890333
"116","s10","2123","happy",0.2766928,0.338248435748981,0.286776395281948,0.391477778393448,0.0265691359334601,3.12266752719854,2.31859559676601,3.97026773858407,0.417625611022839
"117","s10","2131","angry",-0.5967882,0.341351500993119,0.279149343122187,0.414032383710313,0.0344297371358353,3.639048804232,2.61648588080019,4.77625185204469,0.544598662579587
"118","s10","2142","neutral",-0.1555266,0.31932356456048,0.275269639947477,0.363926077266894,0.0224895316709786,3.45267323949998,2.71398407433999,4.27552200217414,0.397607160770564
"119","s10","2153","happy",0.2260562,0.340229702173366,0.28851659534795,0.394608034531028,0.0267398129070931,3.15025054043405,2.34937165723333,3.99832608555923,0.417394957664735
"120","s10","2161","angry",-0.2531828,0.340964578447707,0.292517609018768,0.393445905769118,0.0259497967675456,3.5817608166105,2.7030265687184,4.57180307349066,0.47697439948973
"121","s11","1113","happy",-0.3653068,0.23180917011875,0.179491571503838,0.28321748958044,0.0263729755903746,3.26828023565437,2.48303165103373,4.22094831701908,0.438614965310405
"122","s11","1122","neutral",-0.9892216,0.303930716793768,0.256015582842007,0.353865244594981,0.0247983503320814,3.11238821683982,2.42376777150116,3.88275180055623,0.374169661658883
"123","s11","1133","happy",-0.6709346,0.235877217366374,0.182765537339844,0.286998889260057,0.0268817400173931,3.47547757708897,2.62988887466541,4.52104794510114,0.478211499416913
"124","s11","1141","angry",-0.2061632,0.471050252052288,0.405790573663437,0.54549739232467,0.0351783607736869,2.28030934781491,1.64732474337361,2.96340240096968,0.334603346265711
"125","s11","1152","neutral",-0.902416,0.303455654738369,0.255554855229459,0.352497643629226,0.024583925801882,3.08079968595608,2.40363207140206,3.84067962081143,0.367712221908312
"126","s11","1161","angry",-0.4032842,0.45314422491589,0.387219065577524,0.52694248278992,0.0356498289185537,2.34404486727695,1.67576356098514,3.07528075235669,0.352794380448385
"127","s11","2113","happy",-0.354456,0.231658095204062,0.178946093147124,0.283355479931367,0.0265813121642276,3.26092404321232,2.47643610446565,4.20962638836657,0.437811725237029
"128","s11","2122","neutral",-0.9693288,0.303821018383973,0.256047538705951,0.353389597185098,0.0247219710980905,3.10514923309725,2.41719092809572,3.87226378559472,0.372588913496315
"129","s11","2132","neutral",-0.9856048,0.303910736387212,0.256018372962353,0.353754117351813,0.0247832936589159,3.11107206444297,2.42337653346269,3.88021216345479,0.373877871351774
"130","s11","2143","happy",-0.7161458,0.236450196027457,0.181622124063789,0.28960305088227,0.0278342691637442,3.50612806255877,2.64855919926199,4.56567581331687,0.486578033245321
"131","s11","2151","angry",0.0596788,0.498750363463505,0.408072269952251,0.610726677823391,0.0511436418466322,2.19435413266874,1.53426096682111,2.90045489578783,0.348187931057768
"132","s11","2161","angry",-0.5570024,0.440421138025085,0.363119481792524,0.527827114425316,0.04171426524433,2.393746874307,1.6740481490122,3.18204235384729,0.381666167097353
"133","s12","1113","happy",0.817419,-0.0656504352493189,-0.332630992864021,0.0888177475636161,0.118373438183782,1.19642444046799,0.631749720111387,1.82130295656724,0.302370549138929
"134","s12","1122","neutral",-0.0198930000000001,0.490402399375338,0.401136893843852,0.598439555284105,0.0504518657802634,1.38730019650553,0.936516023448588,1.86324520268792,0.237360234291436
"135","s12","1131","angry",0.567853,0.822648845877101,0.636814179082536,1.16489100559437,0.269327500315298,1.3112252238801,0.701762389372733,1.98066754442627,0.32946188263268
"136","s12","1141","angry",0.5823206,0.820203061589259,0.631836580222507,1.16686186429439,0.239493774150229,1.31584569798242,0.7005417041863,1.98809454084213,0.332525693423654
"137","s12","1152","neutral",-0.0036168,0.489702696765957,0.400347049288437,0.597968115301346,0.0504282324937072,1.38439876257717,0.936212137338836,1.85929540297877,0.236789291749289
"138","s12","1163","happy",0.5443432,0.0541292452807152,-0.0978367969897034,0.164868446155216,0.0677823983309128,1.29323403579507,0.798027552846611,1.85018130472041,0.267901389596622
"139","s12","2112","neutral",-0.0271267999999999,0.490715986640976,0.401461724328561,0.598754921264197,0.0504886629660596,1.38858971081176,0.936545048354889,1.86613896351676,0.237642355539836
"140","s12","2123","happy",0.6383826,0.0162389685807024,-0.155784403968007,0.130724740803791,0.0756649515428466,1.25989561379356,0.748532254872021,1.83189295950917,0.275251412018223
"141","s12","2132","neutral",0.0343605999999999,0.488101646992227,0.397506656840704,0.597017586237896,0.0506895739918419,1.37762882138259,0.927967467317732,1.85208838717826,0.235803748494973
"142","s12","2143","happy",0.6980614,-0.00940469125147952,-0.203699665019556,0.116035748696992,0.0849990512132589,1.23873855601837,0.713295963195593,1.82030305440097,0.282506589752742
"143","s12","2151","angry",0.5732784,0.821706668788987,0.634739884739492,1.16469061193426,0.256647554496132,1.31295791763682,0.702009713010628,1.98243326170581,0.33059219607023
"144","s12","2161","angry",0.0470196,0.924550094332142,0.643502681371702,1.81757832988691,3.38225942934163,1.14488822007015,0.444921027428397,1.81804136706748,0.343548316747444
"145","s13","1111","angry",-0.604022,0.249575849813649,0.185804195520659,0.313845215924793,0.032198006824048,3.41602162301535,2.44902852580229,4.47870195957081,0.51283896145374
"146","s13","1121","angry",0.124783,0.283783966038246,0.222605357099298,0.351068528386711,0.0328715013629384,3.20561952752581,2.32661496154873,4.16538112771619,0.463307679594764
"147","s13","1132","neutral",-1,0.247684900703177,0.206506631620644,0.290002041357835,0.0212352343046682,3.7442031867102,2.90926680800176,4.63378205045396,0.435202530603797
"148","s13","1143","happy",-0.0361689999999999,0.185598231350661,0.12461183622208,0.244218607550156,0.0304535129497644,3.64567199356192,2.77636191808004,4.64758489031142,0.476746746890079
"149","s13","1153","happy",-0.5461516,0.198324114455375,0.151854179961679,0.244086980423857,0.0234313739173078,3.93448594436282,2.99687143257198,5.01726612095804,0.506254828396934
"150","s13","1162","neutral",-0.9928386,0.24754722862606,0.206292751993909,0.289928715010447,0.021201738184704,3.74198724673252,2.90623329191125,4.63195105266624,0.434602043931
"151","s13","2112","neutral",-0.994647,0.247582002771144,0.206302854235861,0.289927515098037,0.0212100832897747,3.74254681690813,2.90708060808732,4.63287057388741,0.434753095902231
"152","s13","2123","happy",-0.6311488,0.20027415416343,0.152165078031715,0.247940494010199,0.024425030735815,3.98262165946176,3.02523835139578,5.096471932446,0.518761973289606
"153","s13","2133","happy",-0.6908276,0.201617856039229,0.150780759079065,0.25165802087349,0.0254116362709326,4.01641902824857,3.03954286793149,5.14086504797788,0.528657408604998
"154","s13","2141","angry",-0.0976561999999999,0.272406462498465,0.221497562908977,0.3256542790177,0.0264801130858399,3.26983653179858,2.42456029762571,4.18775558224337,0.447751423074374
"155","s13","2152","neutral",-1,0.247684900703177,0.206506631620644,0.290002041357835,0.0212352343046682,3.7442031867102,2.90926680800176,4.63378205045396,0.435202530603797
